subject_id,trial_id,class_label,original_trial_index,run_id,run_id_source,included,exclusion_reason,split,split_method,random_seed
s01,s01_left_hand_025,left_hand,25,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_026,left_hand,26,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_027,left_hand,27,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_028,left_hand,28,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_029,left_hand,29,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_030,left_hand,30,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_031,left_hand,31,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_032,left_hand,32,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_033,left_hand,33,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_034,left_hand,34,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_035,left_hand,35,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_036,left_hand,36,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_037,left_hand,37,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_038,left_hand,38,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_039,left_hand,39,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_040,left_hand,40,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_041,left_hand,41,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_042,left_hand,42,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_043,left_hand,43,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_044,left_hand,44,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_045,left_hand,45,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_046,left_hand,46,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_047,left_hand,47,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_048,left_hand,48,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_049,left_hand,49,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_050,left_hand,50,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_051,left_hand,51,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_052,left_hand,52,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_053,left_hand,53,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_054,left_hand,54,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_055,left_hand,55,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_056,left_hand,56,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_057,left_hand,57,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_058,left_hand,58,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_059,left_hand,59,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_left_hand_060,left_hand,60,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_061,left_hand,61,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_062,left_hand,62,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_063,left_hand,63,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_064,left_hand,64,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_065,left_hand,65,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_066,left_hand,66,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_067,left_hand,67,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_068,left_hand,68,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_069,left_hand,69,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_070,left_hand,70,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_071,left_hand,71,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_072,left_hand,72,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_073,left_hand,73,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_074,left_hand,74,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_075,left_hand,75,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_076,left_hand,76,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_077,left_hand,77,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_078,left_hand,78,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_079,left_hand,79,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_left_hand_080,left_hand,80,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_081,left_hand,81,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_082,left_hand,82,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_083,left_hand,83,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_084,left_hand,84,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_085,left_hand,85,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_086,left_hand,86,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_087,left_hand,87,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_088,left_hand,88,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_089,left_hand,89,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_090,left_hand,90,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_091,left_hand,91,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_092,left_hand,92,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_093,left_hand,93,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_094,left_hand,94,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_095,left_hand,95,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_096,left_hand,96,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_097,left_hand,97,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_098,left_hand,98,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_left_hand_099,left_hand,99,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_000,right_hand,0,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_001,right_hand,1,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_002,right_hand,2,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_003,right_hand,3,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_004,right_hand,4,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_005,right_hand,5,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_006,right_hand,6,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_007,right_hand,7,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_008,right_hand,8,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_009,right_hand,9,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_010,right_hand,10,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_011,right_hand,11,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_012,right_hand,12,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_013,right_hand,13,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_014,right_hand,14,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_015,right_hand,15,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_016,right_hand,16,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_017,right_hand,17,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_018,right_hand,18,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_019,right_hand,19,1,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_020,right_hand,20,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_021,right_hand,21,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_022,right_hand,22,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_023,right_hand,23,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_024,right_hand,24,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_025,right_hand,25,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_026,right_hand,26,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_027,right_hand,27,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_028,right_hand,28,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_029,right_hand,29,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_030,right_hand,30,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_031,right_hand,31,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_032,right_hand,32,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_033,right_hand,33,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_034,right_hand,34,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_035,right_hand,35,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_036,right_hand,36,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_037,right_hand,37,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_038,right_hand,38,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_039,right_hand,39,2,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_040,right_hand,40,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_041,right_hand,41,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_042,right_hand,42,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_043,right_hand,43,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_044,right_hand,44,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_045,right_hand,45,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_046,right_hand,46,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_047,right_hand,47,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_048,right_hand,48,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_049,right_hand,49,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_050,right_hand,50,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_051,right_hand,51,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_052,right_hand,52,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_053,right_hand,53,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_054,right_hand,54,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_055,right_hand,55,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_056,right_hand,56,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_057,right_hand,57,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_058,right_hand,58,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_059,right_hand,59,3,inferred_from_protocol,True,,train,run_holdout,-1
s01,s01_right_hand_060,right_hand,60,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_061,right_hand,61,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_062,right_hand,62,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_063,right_hand,63,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_064,right_hand,64,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_065,right_hand,65,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_066,right_hand,66,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_067,right_hand,67,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_068,right_hand,68,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_069,right_hand,69,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_070,right_hand,70,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_071,right_hand,71,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_072,right_hand,72,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_073,right_hand,73,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_074,right_hand,74,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_075,right_hand,75,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_076,right_hand,76,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_077,right_hand,77,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_078,right_hand,78,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_079,right_hand,79,4,inferred_from_protocol,True,,val,run_holdout,-1
s01,s01_right_hand_080,right_hand,80,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_081,right_hand,81,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_082,right_hand,82,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_083,right_hand,83,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_084,right_hand,84,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_085,right_hand,85,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_086,right_hand,86,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_087,right_hand,87,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_088,right_hand,88,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_089,right_hand,89,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_090,right_hand,90,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_091,right_hand,91,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_092,right_hand,92,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_093,right_hand,93,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_094,right_hand,94,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_095,right_hand,95,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_096,right_hand,96,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_097,right_hand,97,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_098,right_hand,98,5,inferred_from_protocol,True,,test,run_holdout,-1
s01,s01_right_hand_099,right_hand,99,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_000,left_hand,0,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_001,left_hand,1,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_002,left_hand,2,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_003,left_hand,3,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_004,left_hand,4,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_005,left_hand,5,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_006,left_hand,6,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_007,left_hand,7,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_008,left_hand,8,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_009,left_hand,9,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_010,left_hand,10,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_011,left_hand,11,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_012,left_hand,12,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_013,left_hand,13,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_014,left_hand,14,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_015,left_hand,15,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_016,left_hand,16,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_017,left_hand,17,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_018,left_hand,18,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_019,left_hand,19,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_020,left_hand,20,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_021,left_hand,21,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_022,left_hand,22,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_023,left_hand,23,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_024,left_hand,24,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_025,left_hand,25,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_026,left_hand,26,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_027,left_hand,27,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_028,left_hand,28,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_029,left_hand,29,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_030,left_hand,30,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_031,left_hand,31,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_032,left_hand,32,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_033,left_hand,33,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_034,left_hand,34,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_035,left_hand,35,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_036,left_hand,36,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_037,left_hand,37,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_038,left_hand,38,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_039,left_hand,39,2,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_040,left_hand,40,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_041,left_hand,41,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_042,left_hand,42,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_043,left_hand,43,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_044,left_hand,44,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_045,left_hand,45,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_046,left_hand,46,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_047,left_hand,47,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_048,left_hand,48,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_049,left_hand,49,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_050,left_hand,50,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_051,left_hand,51,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_052,left_hand,52,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_053,left_hand,53,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_054,left_hand,54,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_055,left_hand,55,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_056,left_hand,56,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_057,left_hand,57,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_058,left_hand,58,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_059,left_hand,59,3,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_left_hand_060,left_hand,60,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_061,left_hand,61,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_062,left_hand,62,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_063,left_hand,63,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_064,left_hand,64,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_065,left_hand,65,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_066,left_hand,66,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_067,left_hand,67,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_068,left_hand,68,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_069,left_hand,69,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_070,left_hand,70,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_071,left_hand,71,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_072,left_hand,72,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_073,left_hand,73,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_074,left_hand,74,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_075,left_hand,75,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_076,left_hand,76,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_077,left_hand,77,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_078,left_hand,78,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_079,left_hand,79,4,inferred_from_protocol,True,,val,run_holdout,-1
s02,s02_left_hand_080,left_hand,80,5,inferred_from_protocol,False,amplitude,test,run_holdout,-1
s02,s02_left_hand_081,left_hand,81,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_082,left_hand,82,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_083,left_hand,83,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_084,left_hand,84,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_085,left_hand,85,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_086,left_hand,86,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_087,left_hand,87,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_088,left_hand,88,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_089,left_hand,89,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_090,left_hand,90,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_091,left_hand,91,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_092,left_hand,92,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_093,left_hand,93,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_094,left_hand,94,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_095,left_hand,95,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_096,left_hand,96,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_097,left_hand,97,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_098,left_hand,98,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_left_hand_099,left_hand,99,5,inferred_from_protocol,True,,test,run_holdout,-1
s02,s02_right_hand_000,right_hand,0,1,inferred_from_protocol,True,,train,run_holdout,-1
s02,s02_right_hand_001,right_hand,1,1,inferred_from_protocol,True,,train,run_holdout,-1
