subject_id,trial_id,class_label,original_trial_index,event_sample,run_id,run_id_source,included,bad_amplitude,bad_emg,exclusion_reason
s01,s01_left_hand_028,left_hand,28,101375,2,inferred_from_protocol,True,False,False,
s01,s01_left_hand_029,left_hand,29,104959,2,inferred_from_protocol,True,False,False,
s01,s01_left_hand_030,left_hand,30,108543,2,inferred_from_protocol,True,False,False,
s01,s01_left_hand_031,left_hand,31,112127,2,inferred_from_protocol,True,False,False,
s01,s01_left_hand_032,left_hand,32,115711,2,inferred_from_protocol,True,False,False,
s01,s01_left_hand_033,left_hand,33,119295,2,inferred_from_protocol,True,False,False,
s01,s01_left_hand_034,left_hand,34,122879,2,inferred_from_protocol,True,False,False,
s01,s01_left_hand_035,left_hand,35,126463,2,inferred_from_protocol,True,False,False,
s01,s01_left_hand_036,left_hand,36,130047,2,inferred_from_protocol,True,False,False,
s01,s01_left_hand_037,left_hand,37,133631,2,inferred_from_protocol,True,False,False,
s01,s01_left_hand_038,left_hand,38,137215,2,inferred_from_protocol,True,False,False,
s01,s01_left_hand_039,left_hand,39,140799,2,inferred_from_protocol,True,False,False,
s01,s01_left_hand_040,left_hand,40,144383,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_041,left_hand,41,147967,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_042,left_hand,42,151551,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_043,left_hand,43,155135,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_044,left_hand,44,158719,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_045,left_hand,45,162303,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_046,left_hand,46,165887,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_047,left_hand,47,169471,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_048,left_hand,48,173055,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_049,left_hand,49,176639,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_050,left_hand,50,180223,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_051,left_hand,51,183807,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_052,left_hand,52,187391,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_053,left_hand,53,190975,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_054,left_hand,54,194559,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_055,left_hand,55,198143,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_056,left_hand,56,201727,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_057,left_hand,57,205311,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_058,left_hand,58,208895,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_059,left_hand,59,212479,3,inferred_from_protocol,True,False,False,
s01,s01_left_hand_060,left_hand,60,216063,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_061,left_hand,61,219647,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_062,left_hand,62,223231,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_063,left_hand,63,226815,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_064,left_hand,64,230399,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_065,left_hand,65,233983,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_066,left_hand,66,237567,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_067,left_hand,67,241151,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_068,left_hand,68,244735,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_069,left_hand,69,248319,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_070,left_hand,70,251903,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_071,left_hand,71,255487,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_072,left_hand,72,259071,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_073,left_hand,73,262655,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_074,left_hand,74,266239,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_075,left_hand,75,269823,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_076,left_hand,76,273407,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_077,left_hand,77,276991,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_078,left_hand,78,280575,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_079,left_hand,79,284159,4,inferred_from_protocol,True,False,False,
s01,s01_left_hand_080,left_hand,80,287743,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_081,left_hand,81,291327,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_082,left_hand,82,294911,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_083,left_hand,83,298495,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_084,left_hand,84,302079,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_085,left_hand,85,305663,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_086,left_hand,86,309247,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_087,left_hand,87,312831,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_088,left_hand,88,316415,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_089,left_hand,89,319999,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_090,left_hand,90,323583,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_091,left_hand,91,327167,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_092,left_hand,92,330751,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_093,left_hand,93,334335,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_094,left_hand,94,337919,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_095,left_hand,95,341503,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_096,left_hand,96,345087,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_097,left_hand,97,348671,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_098,left_hand,98,352255,5,inferred_from_protocol,True,False,False,
s01,s01_left_hand_099,left_hand,99,355839,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_000,right_hand,0,1023,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_001,right_hand,1,4607,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_002,right_hand,2,8191,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_003,right_hand,3,11775,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_004,right_hand,4,15359,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_005,right_hand,5,18943,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_006,right_hand,6,22527,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_007,right_hand,7,26111,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_008,right_hand,8,29695,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_009,right_hand,9,33279,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_010,right_hand,10,36863,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_011,right_hand,11,40447,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_012,right_hand,12,44031,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_013,right_hand,13,47615,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_014,right_hand,14,51199,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_015,right_hand,15,54783,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_016,right_hand,16,58367,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_017,right_hand,17,61951,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_018,right_hand,18,65535,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_019,right_hand,19,69119,1,inferred_from_protocol,True,False,False,
s01,s01_right_hand_020,right_hand,20,72703,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_021,right_hand,21,76287,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_022,right_hand,22,79871,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_023,right_hand,23,83455,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_024,right_hand,24,87039,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_025,right_hand,25,90623,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_026,right_hand,26,94207,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_027,right_hand,27,97791,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_028,right_hand,28,101375,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_029,right_hand,29,104959,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_030,right_hand,30,108543,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_031,right_hand,31,112127,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_032,right_hand,32,115711,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_033,right_hand,33,119295,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_034,right_hand,34,122879,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_035,right_hand,35,126463,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_036,right_hand,36,130047,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_037,right_hand,37,133631,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_038,right_hand,38,137215,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_039,right_hand,39,140799,2,inferred_from_protocol,True,False,False,
s01,s01_right_hand_040,right_hand,40,144383,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_041,right_hand,41,147967,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_042,right_hand,42,151551,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_043,right_hand,43,155135,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_044,right_hand,44,158719,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_045,right_hand,45,162303,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_046,right_hand,46,165887,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_047,right_hand,47,169471,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_048,right_hand,48,173055,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_049,right_hand,49,176639,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_050,right_hand,50,180223,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_051,right_hand,51,183807,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_052,right_hand,52,187391,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_053,right_hand,53,190975,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_054,right_hand,54,194559,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_055,right_hand,55,198143,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_056,right_hand,56,201727,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_057,right_hand,57,205311,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_058,right_hand,58,208895,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_059,right_hand,59,212479,3,inferred_from_protocol,True,False,False,
s01,s01_right_hand_060,right_hand,60,216063,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_061,right_hand,61,219647,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_062,right_hand,62,223231,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_063,right_hand,63,226815,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_064,right_hand,64,230399,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_065,right_hand,65,233983,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_066,right_hand,66,237567,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_067,right_hand,67,241151,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_068,right_hand,68,244735,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_069,right_hand,69,248319,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_070,right_hand,70,251903,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_071,right_hand,71,255487,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_072,right_hand,72,259071,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_073,right_hand,73,262655,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_074,right_hand,74,266239,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_075,right_hand,75,269823,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_076,right_hand,76,273407,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_077,right_hand,77,276991,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_078,right_hand,78,280575,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_079,right_hand,79,284159,4,inferred_from_protocol,True,False,False,
s01,s01_right_hand_080,right_hand,80,287743,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_081,right_hand,81,291327,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_082,right_hand,82,294911,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_083,right_hand,83,298495,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_084,right_hand,84,302079,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_085,right_hand,85,305663,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_086,right_hand,86,309247,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_087,right_hand,87,312831,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_088,right_hand,88,316415,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_089,right_hand,89,319999,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_090,right_hand,90,323583,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_091,right_hand,91,327167,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_092,right_hand,92,330751,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_093,right_hand,93,334335,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_094,right_hand,94,337919,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_095,right_hand,95,341503,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_096,right_hand,96,345087,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_097,right_hand,97,348671,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_098,right_hand,98,352255,5,inferred_from_protocol,True,False,False,
s01,s01_right_hand_099,right_hand,99,355839,5,inferred_from_protocol,True,False,False,
