subject_id,class_label,original_trial_index,run_id,exclusion_reason,source,notes
s24,left_hand,0,1,emg_correlation,provided_bad_trials,
s25,left_hand,70,4,emg_correlation,provided_bad_trials,
s25,left_hand,78,4,emg_correlation,provided_bad_trials,
s25,left_hand,92,5,emg_correlation,provided_bad_trials,
s25,right_hand,39,2,emg_correlation,provided_bad_trials,
s25,right_hand,55,3,amplitude,provided_bad_trials,
s26,right_hand,34,2,amplitude,provided_bad_trials,
s26,right_hand,35,2,amplitude,provided_bad_trials,
s27,left_hand,15,1,emg_correlation,provided_bad_trials,
s27,left_hand,18,1,emg_correlation,provided_bad_trials,
s27,left_hand,32,2,emg_correlation,provided_bad_trials,
s27,left_hand,34,2,emg_correlation,provided_bad_trials,
s27,left_hand,38,2,emg_correlation,provided_bad_trials,
s27,left_hand,39,2,emg_correlation,provided_bad_trials,
s27,left_hand,40,3,emg_correlation,provided_bad_trials,
s27,left_hand,64,4,emg_correlation,provided_bad_trials,
s27,left_hand,76,4,emg_correlation,provided_bad_trials,
s27,left_hand,96,5,emg_correlation,provided_bad_trials,
s27,left_hand,97,5,emg_correlation,provided_bad_trials,
s27,right_hand,39,2,emg_correlation,provided_bad_trials,
s27,right_hand,48,3,emg_correlation,provided_bad_trials,
s27,right_hand,49,3,emg_correlation,provided_bad_trials,
s27,right_hand,70,4,emg_correlation,provided_bad_trials,
s27,right_hand,99,5,amplitude,provided_bad_trials,
s28,left_hand,77,4,emg_correlation,provided_bad_trials,
s28,right_hand,24,2,emg_correlation,provided_bad_trials,
s28,right_hand,48,3,emg_correlation,provided_bad_trials,
s28,right_hand,72,4,emg_correlation,provided_bad_trials,
s28,right_hand,77,4,amplitude,provided_bad_trials,
s30,left_hand,4,1,emg_correlation,provided_bad_trials,
s30,left_hand,6,1,emg_correlation,provided_bad_trials,
s30,left_hand,9,1,emg_correlation,provided_bad_trials,
s30,left_hand,13,1,emg_correlation,provided_bad_trials,
s30,left_hand,14,1,emg_correlation,provided_bad_trials,
s30,left_hand,20,2,emg_correlation,provided_bad_trials,
s30,left_hand,24,2,emg_correlation,provided_bad_trials,
s30,left_hand,29,2,emg_correlation,provided_bad_trials,
s30,left_hand,30,2,emg_correlation,provided_bad_trials,
s30,left_hand,31,2,emg_correlation,provided_bad_trials,
s30,left_hand,32,2,emg_correlation,provided_bad_trials,
s30,left_hand,33,2,emg_correlation,provided_bad_trials,
s30,left_hand,34,2,emg_correlation,provided_bad_trials,
s30,left_hand,35,2,emg_correlation,provided_bad_trials,
s30,left_hand,36,2,emg_correlation,provided_bad_trials,
s30,left_hand,37,2,emg_correlation,provided_bad_trials,
s30,left_hand,38,2,emg_correlation,provided_bad_trials,
s30,left_hand,39,2,emg_correlation,provided_bad_trials,
s30,left_hand,40,3,emg_correlation,provided_bad_trials,
s30,left_hand,41,3,emg_correlation,provided_bad_trials,
s30,left_hand,42,3,emg_correlation,provided_bad_trials,
s30,left_hand,43,3,emg_correlation,provided_bad_trials,
s30,left_hand,44,3,emg_correlation,provided_bad_trials,
s30,left_hand,45,3,emg_correlation,provided_bad_trials,
s30,left_hand,46,3,emg_correlation,provided_bad_trials,
s30,left_hand,47,3,emg_correlation,provided_bad_trials,
s30,left_hand,48,3,emg_correlation,provided_bad_trials,
s30,left_hand,49,3,emg_correlation,provided_bad_trials,
s30,left_hand,50,3,emg_correlation,provided_bad_trials,
s30,left_hand,51,3,emg_correlation,provided_bad_trials,
s30,left_hand,52,3,emg_correlation,provided_bad_trials,
s30,left_hand,53,3,emg_correlation,provided_bad_trials,
s30,left_hand,54,3,emg_correlation,provided_bad_trials,
s30,left_hand,55,3,emg_correlation,provided_bad_trials,
s30,left_hand,56,3,emg_correlation,provided_bad_trials,
s30,left_hand,57,3,emg_correlation,provided_bad_trials,
s30,left_hand,58,3,emg_correlation,provided_bad_trials,
s30,left_hand,59,3,emg_correlation,provided_bad_trials,
s30,right_hand,9,1,emg_correlation,provided_bad_trials,
s30,right_hand,10,1,emg_correlation,provided_bad_trials,
s30,right_hand,21,2,emg_correlation,provided_bad_trials,
s30,right_hand,25,2,emg_correlation,provided_bad_trials,
s30,right_hand,26,2,emg_correlation,provided_bad_trials,
s30,right_hand,27,2,emg_correlation,provided_bad_trials,
s30,right_hand,28,2,emg_correlation,provided_bad_trials,
s30,right_hand,29,2,emg_correlation,provided_bad_trials,
s30,right_hand,30,2,emg_correlation,provided_bad_trials,
s30,right_hand,31,2,emg_correlation,provided_bad_trials,
s30,right_hand,32,2,emg_correlation,provided_bad_trials,
s30,right_hand,33,2,emg_correlation,provided_bad_trials,
s30,right_hand,34,2,emg_correlation,provided_bad_trials,
s30,right_hand,35,2,emg_correlation,provided_bad_trials,
s30,right_hand,36,2,emg_correlation,provided_bad_trials,
s30,right_hand,37,2,emg_correlation,provided_bad_trials,
s30,right_hand,38,2,emg_correlation,provided_bad_trials,
s30,right_hand,39,2,emg_correlation,provided_bad_trials,
s30,right_hand,40,3,emg_correlation,provided_bad_trials,
s30,right_hand,41,3,emg_correlation,provided_bad_trials,
s30,right_hand,42,3,emg_correlation,provided_bad_trials,
s30,right_hand,43,3,emg_correlation,provided_bad_trials,
s30,right_hand,44,3,emg_correlation,provided_bad_trials,
s30,right_hand,45,3,emg_correlation,provided_bad_trials,
s30,right_hand,46,3,emg_correlation,provided_bad_trials,
s30,right_hand,47,3,emg_correlation,provided_bad_trials,
s30,right_hand,48,3,emg_correlation,provided_bad_trials,
s30,right_hand,49,3,emg_correlation,provided_bad_trials,
s30,right_hand,50,3,emg_correlation,provided_bad_trials,
s30,right_hand,51,3,emg_correlation,provided_bad_trials,
s30,right_hand,52,3,emg_correlation,provided_bad_trials,
s30,right_hand,53,3,emg_correlation,provided_bad_trials,
s30,right_hand,54,3,emg_correlation,provided_bad_trials,
s30,right_hand,55,3,emg_correlation,provided_bad_trials,
s30,right_hand,56,3,emg_correlation,provided_bad_trials,
s30,right_hand,57,3,emg_correlation,provided_bad_trials,
s30,right_hand,58,3,emg_correlation,provided_bad_trials,
s30,right_hand,59,3,emg_correlation,provided_bad_trials,
s30,right_hand,60,4,emg_correlation,provided_bad_trials,
s30,right_hand,62,4,emg_correlation,provided_bad_trials,
s31,left_hand,15,1,emg_correlation,provided_bad_trials,
s33,left_hand,0,1,amplitude,provided_bad_trials,
s33,left_hand,71,4,amplitude,provided_bad_trials,
s33,left_hand,76,4,amplitude,provided_bad_trials,
s33,left_hand,80,5,amplitude,provided_bad_trials,
s33,right_hand,40,3,emg_correlation,provided_bad_trials,
s33,right_hand,65,4,amplitude,provided_bad_trials,
s33,right_hand,80,5,amplitude,provided_bad_trials,
s33,right_hand,84,5,amplitude,provided_bad_trials,
s36,left_hand,15,1,emg_correlation,provided_bad_trials,
s36,left_hand,39,2,emg_correlation,provided_bad_trials,
s36,left_hand,76,4,amplitude,provided_bad_trials,
s36,left_hand,93,5,emg_correlation,provided_bad_trials,
s36,right_hand,32,2,amplitude,provided_bad_trials,
s36,right_hand,67,4,emg_correlation,provided_bad_trials,
s36,right_hand,83,5,emg_correlation,provided_bad_trials,
s37,right_hand,63,4,amplitude,provided_bad_trials,
s37,right_hand,68,4,amplitude,provided_bad_trials,
s37,right_hand,74,4,amplitude,provided_bad_trials,
s37,right_hand,87,5,amplitude,provided_bad_trials,
s38,left_hand,56,3,emg_correlation,provided_bad_trials,
s38,left_hand,71,4,emg_correlation,provided_bad_trials,
s38,left_hand,79,4,emg_correlation,provided_bad_trials,
s38,left_hand,80,5,emg_correlation,provided_bad_trials,
s38,right_hand,9,1,emg_correlation,provided_bad_trials,
s38,right_hand,16,1,emg_correlation,provided_bad_trials,
s38,right_hand,33,2,emg_correlation,provided_bad_trials,
s38,right_hand,56,3,emg_correlation,provided_bad_trials,
s38,right_hand,75,4,emg_correlation,provided_bad_trials,
s39,right_hand,42,3,emg_correlation,provided_bad_trials,
s41,right_hand,0,1,emg_correlation,provided_bad_trials,
s44,right_hand,13,1,amplitude,provided_bad_trials,
s44,right_hand,19,1,amplitude,provided_bad_trials,
s45,left_hand,31,2,amplitude,provided_bad_trials,
s45,right_hand,19,1,amplitude,provided_bad_trials,
s45,right_hand,40,3,amplitude,provided_bad_trials,
s45,right_hand,67,4,amplitude,provided_bad_trials,
s46,left_hand,77,4,emg_correlation,provided_bad_trials,
s47,left_hand,46,3,emg_correlation,provided_bad_trials,
s47,left_hand,49,3,emg_correlation,provided_bad_trials,
s47,left_hand,69,4,emg_correlation,provided_bad_trials,
s47,left_hand,82,5,emg_correlation,provided_bad_trials,
s47,left_hand,86,5,emg_correlation,provided_bad_trials,
s47,left_hand,98,5,emg_correlation,provided_bad_trials,
s47,right_hand,53,3,emg_correlation,provided_bad_trials,
s47,right_hand,73,4,emg_correlation,provided_bad_trials,
s48,right_hand,39,2,emg_correlation,provided_bad_trials,
s49,left_hand,0,1,emg_correlation,provided_bad_trials,
s49,left_hand,6,1,emg_correlation,provided_bad_trials,
s49,left_hand,7,1,emg_correlation,provided_bad_trials,
s49,left_hand,13,1,emg_correlation,provided_bad_trials,
s49,left_hand,14,1,emg_correlation,provided_bad_trials,
s49,left_hand,16,1,emg_correlation,provided_bad_trials,
s49,left_hand,19,1,emg_correlation,provided_bad_trials,
s49,left_hand,77,4,emg_correlation,provided_bad_trials,
s51,left_hand,14,1,emg_correlation,provided_bad_trials,
s51,left_hand,63,4,emg_correlation,provided_bad_trials,
s51,right_hand,19,1,emg_correlation,provided_bad_trials,
s51,right_hand,62,4,emg_correlation,provided_bad_trials,
s51,right_hand,64,4,emg_correlation,provided_bad_trials,
s51,right_hand,74,4,emg_correlation,provided_bad_trials,
